Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Camera_pea_abundances_eq_med_norm_neored,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5668914,"Diseases of metabolism",20,408,0.028056663457571174,0.04914471610479272,0.5872834549809468,38,190,0.01405741343592779,1.0,9606,Homo sapiens,"Q9UM47;P20062;P27352;Q76LX8;Q14118;P51888;Q9HCB6;P13611;P35475;P35442;P31431;O43505;P16112;Q99983;Q9BUD6;P46531;P15291;P07585;P98160;P08236","","R-HSA-9036041;R-HSA-3636919;R-HSA-2318373;R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-9036037;R-HSA-3315455;R-HSA-4420365;R-HSA-3656230;R-HSA-3595175;R-HSA-5615556;R-HSA-3560804;R-HSA-3560802;R-HSA-5096538;R-HSA-3325546;R-HSA-3595178;R-HSA-5617096;R-HSA-3595176;R-HSA-5615604;R-HSA-6785668;R-HSA-9035949;R-HSA-9035950;R-HSA-4793956;R-HSA-9036068;R-HSA-9036070;R-HSA-3296477;R-HSA-9036283;R-HSA-3656261;R-HSA-9036285;R-HSA-3656258;R-HSA-3656257;R-HSA-2206299;R-HSA-6785565;R-HSA-3656269;R-HSA-3299657;R-HSA-3656267;R-HSA-3296462"
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",3,71,0.004882409572273415,0.0493239183914569,0.5872834549809468,13,46,0.0034033737792246227,-1.0,9606,Homo sapiens,"Q9Y6K9;P09601;P05067","","R-HSA-741386;R-HSA-688136;R-HSA-688137;R-HSA-706479;R-HSA-622415;R-HSA-844612;R-HSA-741411;R-HSA-844610;R-HSA-1250272;R-HSA-688985;R-HSA-844440;R-HSA-1296421;R-HSA-168184"
R-HSA-3000178,"ECM proteoglycans",15,79,0.005432540228304222,0.05050245795759493,0.5934038810017405,19,23,0.0017016868896123113,1.0,9606,Homo sapiens,"P02452;P05556;Q14118;P13611;P16112;P13591;P24821;P07585;P05121;P05067;Q13332;P22105;P98160;P49747;Q16363","","R-HSA-2467716;R-HSA-4086204;R-HSA-2426471;R-HSA-2327909;R-HSA-4086132;R-HSA-2681667;R-HSA-2396079;R-HSA-2327886;R-HSA-2467659;R-HSA-2396395;R-HSA-2424246;R-HSA-2467665;R-HSA-2424243;R-HSA-2424252;R-HSA-2396124;R-HSA-2681681;R-HSA-2318623;R-HSA-2465883;R-HSA-2466106"
R-HSA-2173796,"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription",1,39,0.0026818869481501856,0.05392441074963786,0.6088215312452343,1,17,0.0012577685705830127,-1.0,9606,Homo sapiens,"P05121","","R-HSA-2106586"
R-HSA-8957275,"Post-translational protein phosphorylation",20,109,0.00749553018841975,0.05444798522477154,0.6088215312452343,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P01033;O95633;P08833;Q9GZV9;Q14515;P19022;P13611;Q9NQ76;P10451;Q08431;Q8NBP7;Q16270;P04070;P17936;P24821;Q14393;P05231;P05067;P07237;P01034","","R-HSA-8952289"
R-HSA-9658195,"Leishmania infection",11,406,0.027919130793563472,0.054604915799758846,0.6088215312452343,28,95,0.007028706717963895,-1.0,9606,Homo sapiens,"Q14116;P35318;P12318;P01215;Q86VB7;P12931;P05231;P09601;P0DOY2;P05067;P01222","","R-HSA-9664275;R-HSA-9664273;R-HSA-9664278;R-HSA-9664406;R-HSA-844612;R-HSA-9666458;R-HSA-9660824;R-HSA-844610;R-HSA-9664285;R-HSA-9666435;R-HSA-9663426;R-HSA-9666433;R-HSA-9664261;R-HSA-9664271;R-HSA-9664270;R-HSA-9664397;R-HSA-9664268;R-HSA-449058;R-HSA-9662710;R-HSA-9662837;R-HSA-9665525;R-HSA-9666426;R-HSA-9666425;R-HSA-9666430;R-HSA-9662781;R-HSA-9666428;R-HSA-1250272;R-HSA-448703"
R-HSA-2262752,"Cellular responses to stress",12,948,0.06519048273965067,0.05522345356199774,0.6088215312452343,34,381,0.02818881325836046,-1.0,9606,Homo sapiens,"Q16270;P08833;O14773;P51858;P30043;P05231;P09601;P13500;P07237;P04179;P00441;Q02790","","R-HSA-3341296;R-HSA-189384;R-HSA-3780979;R-HSA-9709918;R-HSA-3790130;R-HSA-1791056;R-HSA-5618073;R-HSA-9705925;R-HSA-3299680;R-HSA-1791112;R-HSA-189398;R-HSA-1791180;R-HSA-5324617;R-HSA-3299691;R-HSA-9708558;R-HSA-3299753;R-HSA-9678925;R-HSA-3777112;R-HSA-8951723;R-HSA-5618099;R-HSA-3780958;R-HSA-9725885;R-HSA-9707645;R-HSA-3797202;R-HSA-5618110;R-HSA-9708536;R-HSA-5618085;R-HSA-1250272;R-HSA-5618080;R-HSA-9690534;R-HSA-5618093;R-HSA-1791138;R-HSA-3697860;R-HSA-9708457"
R-HSA-8953897,"Cellular responses to stimuli",12,966,0.06642827671571998,0.05522345356199774,0.6088215312452343,34,412,0.030482391240011838,-1.0,9606,Homo sapiens,"Q16270;P08833;O14773;P51858;P30043;P05231;P09601;P13500;P07237;P04179;P00441;Q02790","","R-HSA-3341296;R-HSA-189384;R-HSA-3780979;R-HSA-9709918;R-HSA-3790130;R-HSA-1791056;R-HSA-5618073;R-HSA-9705925;R-HSA-3299680;R-HSA-1791112;R-HSA-189398;R-HSA-1791180;R-HSA-5324617;R-HSA-3299691;R-HSA-9708558;R-HSA-3299753;R-HSA-9678925;R-HSA-3777112;R-HSA-8951723;R-HSA-5618099;R-HSA-3780958;R-HSA-9725885;R-HSA-9707645;R-HSA-3797202;R-HSA-5618110;R-HSA-9708536;R-HSA-5618085;R-HSA-1250272;R-HSA-5618080;R-HSA-9690534;R-HSA-5618093;R-HSA-1791138;R-HSA-3697860;R-HSA-9708457"
R-HSA-2022854,"Keratan sulfate biosynthesis",5,37,0.002544354284142484,0.06060366471930662,0.6342336334010578,8,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"P16112;Q99983;P15291;P51888;O43505","","R-HSA-2046175;R-HSA-2046222;R-HSA-2025724;R-HSA-2046285;R-HSA-2046298;R-HSA-2025723;R-HSA-2046265;R-HSA-2046180"
R-HSA-1638074,"Keratan sulfate/keratin metabolism",5,52,0.0035758492642002475,0.06060366471930662,0.6342336334010578,10,16,0.0011837821840781297,1.0,9606,Homo sapiens,"P16112;Q99983;P15291;P51888;O43505","","R-HSA-2046239;R-HSA-2046175;R-HSA-2046222;R-HSA-2025724;R-HSA-2046285;R-HSA-2046298;R-HSA-2025723;R-HSA-2046265;R-HSA-1793217;R-HSA-2046180"
R-HSA-8950505,"Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",4,73,0.0050199422362811165,0.0640298796319704,0.6342336334010578,4,36,0.0026635099141757916,-1.0,9606,Homo sapiens,"P00915;P14174;P04179;P00441","","R-HSA-8950732;R-HSA-8950623;R-HSA-9617941;R-HSA-8950771"
R-HSA-5663205,"Infectious disease",26,1348,0.09269701554119103,0.06510162230772128,0.6342336334010578,89,752,0.05563776265167209,-1.0,9606,Homo sapiens,"P35318;P15907;P12318;P12830;Q99075;P14778;P12931;P21964;P08581;P01215;P05231;P01730;P08887;P09874;P05556;P07711;Q14116;P0DOY2;Q02790;Q9BYF1;P00533;Q86VB7;P09601;P05067;P01222","","R-HSA-9664275;R-HSA-9664273;R-HSA-9685655;R-HSA-9611158;R-HSA-9664278;R-HSA-9664406;R-HSA-9666458;R-HSA-9660824;R-HSA-167566;R-HSA-9679775;R-HSA-5336413;R-HSA-9664285;R-HSA-9666435;R-HSA-9666433;R-HSA-8876948;R-HSA-9664261;R-HSA-192916;R-HSA-164500;R-HSA-9611147;R-HSA-164507;R-HSA-9697423;R-HSA-164510;R-HSA-9664271;R-HSA-9681294;R-HSA-9664270;R-HSA-164508;R-HSA-9664397;R-HSA-164509;R-HSA-9664268;R-HSA-164515;R-HSA-9678128;R-HSA-449058;R-HSA-9686711;R-HSA-9695415;R-HSA-9686710;R-HSA-9683769;R-HSA-164521;R-HSA-9699007;R-HSA-200879;R-HSA-9662781;R-HSA-164524;R-HSA-167597;R-HSA-5336417;R-HSA-9683488;R-HSA-167601;R-HSA-8876210;R-HSA-5336420;R-HSA-5336422;R-HSA-448703;R-HSA-9698988;R-HSA-8876230;R-HSA-8876993;R-HSA-844612;R-HSA-9609689;R-HSA-8877003;R-HSA-112333;R-HSA-844610;R-HSA-9663426;R-HSA-8876246;R-HSA-8876497;R-HSA-9694661;R-HSA-8876240;R-HSA-9686731;R-HSA-8876255;R-HSA-9694287;R-HSA-9678925;R-HSA-180573;R-HSA-9694579;R-HSA-9610867;R-HSA-8876262;R-HSA-9662710;R-HSA-8876258;R-HSA-9662837;R-HSA-9665525;R-HSA-9697018;R-HSA-9666426;R-HSA-9666425;R-HSA-8875371;R-HSA-9694718;R-HSA-180591;R-HSA-9666430;R-HSA-9679740;R-HSA-9666428;R-HSA-9681763;R-HSA-1250272;R-HSA-167537;R-HSA-180599;R-HSA-180597;R-HSA-180606"
R-HSA-196854,"Metabolism of vitamins and cofactors",11,377,0.025924907165451795,0.06703748769747117,0.6342336334010578,20,206,0.015241195620005919,1.0,9606,Homo sapiens,"O95544;O95445;P01130;P20062;P06858;P27352;Q99895;Q13822;P13686;P98160;P31431","","R-HSA-3000109;R-HSA-8938314;R-HSA-3000137;R-HSA-2404131;R-HSA-3000074;R-HSA-3000263;R-HSA-3000103;R-HSA-2423785;R-HSA-197198;R-HSA-2429643;R-HSA-5693319;R-HSA-196950;R-HSA-3000120;R-HSA-3000122;R-HSA-2424254;R-HSA-3000247;R-HSA-2395768;R-HSA-3000112;R-HSA-5246478;R-HSA-3000243"
R-HSA-5620971,"Pyroptosis",2,34,0.002338055288130931,0.06728561624407213,0.6342336334010578,5,23,0.0017016868896123113,-1.0,9606,Homo sapiens,"Q14116;P42574","","R-HSA-9710101;R-HSA-9647632;R-HSA-9647680;R-HSA-449058;R-HSA-9686088"
R-HSA-9020591,"Interleukin-12 signaling",5,84,0.005776371888323477,0.07191560298212128,0.6342336334010578,6,56,0.004143237644273453,-1.0,9606,Homo sapiens,"P00915;P14174;P07237;P04179;P00441","","R-HSA-8950456;R-HSA-8950732;R-HSA-8950623;R-HSA-9617941;R-HSA-8950113;R-HSA-8950771"
R-HSA-70268,"Pyruvate metabolism",1,56,0.003850914592215651,0.0749914316656075,0.6342336334010578,1,15,0.0011097957975732466,-1.0,9606,Homo sapiens,"Q04760","","R-HSA-5694071"
R-HSA-71406,"Pyruvate metabolism and Citric Acid (TCA) cycle",1,97,0.006670334204373539,0.0749914316656075,0.6342336334010578,1,36,0.0026635099141757916,-1.0,9606,Homo sapiens,"Q04760","","R-HSA-5694071"
R-HSA-1428517,"The citric acid (TCA) cycle and respiratory electron transport",1,235,0.016160088020904965,0.0749914316656075,0.6342336334010578,1,67,0.004957087895827167,-1.0,9606,Homo sapiens,"Q04760","","R-HSA-5694071"
R-HSA-9672393,"Defective F8 binding to von Willebrand factor",1,2,1.3753266400770182E-4,0.07513917649500396,0.6342336334010578,1,1,7.39863865048831E-5,-1.0,9606,Homo sapiens,"P04275","","R-HSA-9665809"
R-HSA-9672391,"Defective F8 cleavage by thrombin",1,4,2.7506532801540364E-4,0.07513917649500396,0.6342336334010578,1,1,7.39863865048831E-5,-1.0,9606,Homo sapiens,"P04275","","R-HSA-9666383"
R-HSA-9662001,"Defective factor VIII causes hemophilia A",1,9,6.188969880346583E-4,0.07513917649500396,0.6342336334010578,2,8,5.918910920390648E-4,-1.0,9606,Homo sapiens,"P04275","","R-HSA-9665809;R-HSA-9666383"
R-HSA-354194,"GRB2:SOS provides linkage to MAPK signaling for Integrins ",2,20,0.0013753266400770184,0.07796003284300508,0.6342336334010578,2,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P12931;P04275","","R-HSA-354165;R-HSA-354087"
R-HSA-372708,"p130Cas linkage to MAPK signaling for integrins",2,22,0.0015128593040847202,0.07796003284300508,0.6342336334010578,3,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"P12931;P04275","","R-HSA-372693;R-HSA-372705;R-HSA-372697"
R-HSA-354192,"Integrin signaling",3,39,0.0026818869481501856,0.07796003284300508,0.6342336334010578,19,24,0.0017756732761171944,-1.0,9606,Homo sapiens,"P12931;P04275","","R-HSA-354149;R-HSA-443910;R-HSA-429415;R-HSA-354087;R-HSA-372705;R-HSA-432096;R-HSA-429441;R-HSA-443905;R-HSA-354124;R-HSA-377644;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-354165;R-HSA-372693;R-HSA-354066;R-HSA-354077;R-HSA-354073;R-HSA-372697"
R-HSA-9656223,"Signaling by RAF1 mutants",2,49,0.003369550268188695,0.07796003284300508,0.6342336334010578,5,7,5.179047055341817E-4,-1.0,9606,Homo sapiens,"P12931;P04275","","R-HSA-9656211;R-HSA-9656209;R-HSA-9656215;R-HSA-9656214;R-HSA-9656212"
R-HSA-373753,"Nephrin family interactions",1,25,0.0017191583000962728,0.07840375192469184,0.6342336334010578,2,13,9.618230245634804E-4,-1.0,9606,Homo sapiens,"Q9Y5K6","","R-HSA-451758;R-HSA-373727"
R-HSA-9711123,"Cellular response to chemical stress",5,208,0.01430339705680099,0.08001517677675332,0.6342336334010578,17,71,0.0052530334418467006,-1.0,9606,Homo sapiens,"P30043;P09601;P07237;P04179;P00441","","R-HSA-3777112;R-HSA-3341296;R-HSA-8951723;R-HSA-3780958;R-HSA-9707645;R-HSA-189384;R-HSA-3780979;R-HSA-9709918;R-HSA-9708536;R-HSA-3299680;R-HSA-1250272;R-HSA-189398;R-HSA-3299691;R-HSA-9708558;R-HSA-3299753;R-HSA-3697860;R-HSA-9708457"
R-HSA-8956319,"Nucleobase catabolism",2,138,0.009489753816531426,0.08159310161199392,0.6342336334010578,2,59,0.004365196803788103,-1.0,9606,Homo sapiens,"P19971;Q9UKK9","","R-HSA-2393939;R-HSA-112265"
R-HSA-15869,"Metabolism of nucleotides",2,253,0.01739788199697428,0.08159310161199392,0.6342336334010578,3,137,0.010136134951168985,-1.0,9606,Homo sapiens,"P19971;Q9UKK9","","R-HSA-2393939;R-HSA-112265;R-HSA-112266"
R-HSA-418990,"Adherens junctions interactions",5,35,0.002406821620134782,0.08169768729564168,0.6342336334010578,7,16,0.0011837821840781297,1.0,9606,Homo sapiens,"P03950;Q92692;P33151;P19022;P12830","","R-HSA-5692437;R-HSA-419011;R-HSA-420591;R-HSA-433711;R-HSA-419002;R-HSA-419003;R-HSA-419001"
R-HSA-114608,"Platelet degranulation ",13,139,0.009558520148535277,0.085980159847329,0.6342336334010578,5,11,8.138502515537141E-4,-1.0,9606,Homo sapiens,"P01033;P16109;O43915;P16284;P04085;P01127;Q14393;Q92520;P05121;P05067;P04275;Q99969;P00441","","R-HSA-481044;R-HSA-482772;R-HSA-481010;R-HSA-481009;R-HSA-481007"
R-HSA-76005,"Response to elevated platelet cytosolic Ca2+",13,146,0.010039884472562233,0.085980159847329,0.6342336334010578,5,14,0.0010358094110683633,-1.0,9606,Homo sapiens,"P01033;P16109;O43915;P16284;P04085;P01127;Q14393;Q92520;P05121;P05067;P04275;Q99969;P00441","","R-HSA-481044;R-HSA-482772;R-HSA-481010;R-HSA-481009;R-HSA-481007"
R-HSA-2393930,"Phosphate bond hydrolysis by NUDT proteins",1,34,0.002338055288130931,0.09246401057956982,0.6342336334010578,1,13,9.618230245634804E-4,-1.0,9606,Homo sapiens,"Q9UKK9","","R-HSA-2393939"
R-HSA-74259,"Purine catabolism",1,74,0.005088708568284968,0.09246401057956982,0.6342336334010578,1,29,0.00214560520864161,-1.0,9606,Homo sapiens,"Q9UKK9","","R-HSA-2393939"
R-HSA-9663891,"Selective autophagy",2,89,0.006120203548342732,0.09548484372190012,0.6342336334010578,12,48,0.003551346552234389,-1.0,9606,Homo sapiens,"Q99497;P12931","","R-HSA-9646354;R-HSA-9641127;R-HSA-9646679;R-HSA-9641111;R-HSA-9646390;R-HSA-9641109;R-HSA-8948143;R-HSA-9646347;R-HSA-9641096;R-HSA-9646383;R-HSA-9646685;R-HSA-9646348"
R-HSA-9612973,"Autophagy",2,166,0.011415211112639252,0.09548484372190012,0.6342336334010578,23,108,0.007990529742527374,-1.0,9606,Homo sapiens,"Q99497;P12931","","R-HSA-9646354;R-HSA-9646679;R-HSA-9641111;R-HSA-9646390;R-HSA-9641109;R-HSA-8948143;R-HSA-9622840;R-HSA-9631065;R-HSA-9624158;R-HSA-9646685;R-HSA-9631068;R-HSA-9641127;R-HSA-9625188;R-HSA-9620197;R-HSA-9646347;R-HSA-9615721;R-HSA-9641096;R-HSA-9646383;R-HSA-9622831;R-HSA-9625196;R-HSA-9626060;R-HSA-9625197;R-HSA-9646348"
R-HSA-1632852,"Macroautophagy",2,150,0.010314949800577638,0.09548484372190012,0.6342336334010578,12,87,0.00643681562592483,-1.0,9606,Homo sapiens,"Q99497;P12931","","R-HSA-9646354;R-HSA-9641127;R-HSA-9646679;R-HSA-9641111;R-HSA-9646390;R-HSA-9641109;R-HSA-8948143;R-HSA-9646347;R-HSA-9641096;R-HSA-9646383;R-HSA-9646685;R-HSA-9646348"
R-HSA-3781865,"Diseases of glycosylation",16,202,0.013890799064777885,0.0968692823166894,0.6342336334010578,27,77,0.005696951760875999,1.0,9606,Homo sapiens,"Q9UM47;Q76LX8;Q14118;P51888;Q9HCB6;P13611;P35442;P31431;O43505;P16112;Q99983;Q9BUD6;P46531;P15291;P07585;P98160","","R-HSA-3636919;R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-4420365;R-HSA-3656230;R-HSA-3595175;R-HSA-5615556;R-HSA-3560804;R-HSA-3560802;R-HSA-5096538;R-HSA-3595178;R-HSA-5617096;R-HSA-3595176;R-HSA-5615604;R-HSA-6785668;R-HSA-9035949;R-HSA-9035950;R-HSA-4793956;R-HSA-9036283;R-HSA-3656261;R-HSA-9036285;R-HSA-3656258;R-HSA-3656257;R-HSA-6785565;R-HSA-3656269;R-HSA-3656267"
R-HSA-2243919,"Crosslinking of collagen fibrils",2,24,0.001650391968092422,0.09771949762942596,0.6342336334010578,12,13,9.618230245634804E-4,1.0,9606,Homo sapiens,"P02452;Q15113","","R-HSA-2395302;R-HSA-2395223;R-HSA-2022141;R-HSA-2243926;R-HSA-2395314;R-HSA-2395324;R-HSA-2395340;R-HSA-2243931;R-HSA-2002466;R-HSA-2395257;R-HSA-2395322;R-HSA-2250301"
R-HSA-159763,"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus",3,9,6.188969880346583E-4,0.09775023257113336,0.6342336334010578,3,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"P04070;P08709;Q14393","","R-HSA-159762;R-HSA-163809;R-HSA-159783"
R-HSA-159782,"Removal of aminoterminal propeptides from gamma-carboxylated proteins",3,10,6.876633200385092E-4,0.09775023257113336,0.6342336334010578,3,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"P04070;P08709;Q14393","","R-HSA-163843;R-HSA-159771;R-HSA-159868"
R-HSA-159740,"Gamma-carboxylation of protein precursors",3,15,0.0010314949800577637,0.09775023257113336,0.6342336334010578,3,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"P04070;P08709;Q14393","","R-HSA-163810;R-HSA-159795;R-HSA-159761"
R-HSA-159854,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",3,16,0.0011002613120616146,0.09775023257113336,0.6342336334010578,9,27,0.0019976324356318436,1.0,9606,Homo sapiens,"P04070;P08709;Q14393","","R-HSA-163810;R-HSA-159762;R-HSA-163843;R-HSA-159795;R-HSA-163809;R-HSA-159761;R-HSA-159783;R-HSA-159771;R-HSA-159868"
R-HSA-9615710,"Late endosomal microautophagy",1,35,0.002406821620134782,0.10015669494682553,0.6342336334010578,3,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"Q99497","","R-HSA-9631065;R-HSA-9615721;R-HSA-9631068"
R-HSA-9646399,"Aggrephagy",1,47,0.003232017604180993,0.10015669494682553,0.6342336334010578,11,15,0.0011097957975732466,-1.0,9606,Homo sapiens,"Q99497","","R-HSA-9646354;R-HSA-9641127;R-HSA-9646679;R-HSA-9641111;R-HSA-9646390;R-HSA-9641109;R-HSA-9646347;R-HSA-9641096;R-HSA-9646383;R-HSA-9646685;R-HSA-9646348"
R-HSA-9613829,"Chaperone Mediated Autophagy",1,23,0.001581625636088571,0.10015669494682553,0.6342336334010578,9,19,0.0014057413435927789,-1.0,9606,Homo sapiens,"Q99497","","R-HSA-9625188;R-HSA-9620197;R-HSA-9622840;R-HSA-9615721;R-HSA-9624158;R-HSA-9622831;R-HSA-9625196;R-HSA-9626060;R-HSA-9625197"
R-HSA-3899300,"SUMOylation of transcription cofactors",1,44,0.0030257186081694403,0.10015669494682553,0.6342336334010578,1,27,0.0019976324356318436,-1.0,9606,Homo sapiens,"Q99497","","R-HSA-4085331"
R-HSA-196791,"Vitamin D (calciferol) metabolism",1,22,0.0015128593040847202,0.10231840358964484,0.6342336334010578,1,19,0.0014057413435927789,-1.0,9606,Homo sapiens,"Q99538","","R-HSA-350158"
R-HSA-2586552,"Signaling by Leptin",1,13,8.939623160500619E-4,0.10327861210873195,0.6342336334010578,15,19,0.0014057413435927789,-1.0,9606,Homo sapiens,"P41159","","R-HSA-2671850;R-HSA-2672302;R-HSA-2671855;R-HSA-2671872;R-HSA-2671873;R-HSA-2671747;R-HSA-2671876;R-HSA-2671868;R-HSA-2671742;R-HSA-2671839;R-HSA-2586559;R-HSA-2586555;R-HSA-2671829;R-HSA-2586553;R-HSA-2671862"
R-HSA-5663202,"Diseases of signal transduction by growth factor receptors and second messengers",16,499,0.03431439966992161,0.1115917698881392,0.6342336334010578,210,484,0.03580941106836342,-1.0,9606,Homo sapiens,"Q9GZV9;P09619;P30086;P10721;P12931;Q99075;P08581;P46531;P04085;P01127;P21583;P00533;O94907;P04275","","R-HSA-2023455;R-HSA-2023451;R-HSA-1220610;R-HSA-1220611;R-HSA-1220614;R-HSA-1220612;R-HSA-1220613;R-HSA-1169421;R-HSA-9665699;R-HSA-9665698;R-HSA-9665697;R-HSA-9665701;R-HSA-9665700;R-HSA-9665707;R-HSA-9665706;R-HSA-9665705;R-HSA-9665704;R-HSA-9665709;R-HSA-2769000;R-HSA-2769007;R-HSA-2768993;R-HSA-9669855;R-HSA-2768999;R-HSA-2769008;R-HSA-2769015;R-HSA-9669874;R-HSA-9669878;R-HSA-2737728;R-HSA-5339711;R-HSA-9669859;R-HSA-1247842;R-HSA-1247841;R-HSA-9669863;R-HSA-1247844;R-HSA-9669870;R-HSA-9669868;R-HSA-5655262;R-HSA-5655263;R-HSA-5654748;R-HSA-5655233;R-HSA-5655247;R-HSA-9665034;R-HSA-5655244;R-HSA-5655245;R-HSA-9665032;R-HSA-5655243;R-HSA-5655240;R-HSA-5655241;R-HSA-2691211;R-HSA-5655285;R-HSA-9664567;R-HSA-2691214;R-HSA-5655295;R-HSA-5655290;R-HSA-5655289;R-HSA-5655270;R-HSA-5655268;R-HSA-5655269;R-HSA-2691226;R-HSA-5655266;R-HSA-5655278;R-HSA-2691219;R-HSA-5655277;R-HSA-1225947;R-HSA-1225950;R-HSA-1225951;R-HSA-1225949;R-HSA-5637766;R-HSA-5637764;R-HSA-5637765;R-HSA-5637770;R-HSA-9664588;R-HSA-5637808;R-HSA-1225978;R-HSA-1247999;R-HSA-2077424;R-HSA-5637798;R-HSA-5637796;R-HSA-1225952;R-HSA-2077420;R-HSA-5637794;R-HSA-5637795;R-HSA-5637792;R-HSA-1225956;R-HSA-1225957;R-HSA-5637806;R-HSA-1225960;R-HSA-1225961;R-HSA-5637800;R-HSA-5637801;R-HSA-9656211;R-HSA-9656209;R-HSA-1218833;R-HSA-9656215;R-HSA-9664918;R-HSA-9656214;R-HSA-9656212;R-HSA-1226014;R-HSA-1226012;R-HSA-2666278;R-HSA-9665411;R-HSA-1248002;R-HSA-9665410;R-HSA-9665409;R-HSA-9665408;R-HSA-9665415;R-HSA-9665413;R-HSA-9665417;R-HSA-9665416;R-HSA-2900748;R-HSA-9664950;R-HSA-2900747;R-HSA-2730752;R-HSA-4396393;R-HSA-2900743;R-HSA-4396392;R-HSA-2400009;R-HSA-2900765;R-HSA-4396402;R-HSA-1226016;R-HSA-4396401;R-HSA-9664933;R-HSA-2900756;R-HSA-9664940;R-HSA-9664976;R-HSA-9664983;R-HSA-5655315;R-HSA-6803234;R-HSA-6803233;R-HSA-5655326;R-HSA-9664991;R-HSA-5655323;R-HSA-5655320;R-HSA-2033486;R-HSA-5655301;R-HSA-2033472;R-HSA-9665009;R-HSA-5655343;R-HSA-6803230;R-HSA-9665000;R-HSA-6803227;R-HSA-5655339;R-HSA-6802919;R-HSA-9669906;R-HSA-9670418;R-HSA-6802918;R-HSA-9670417;R-HSA-9670416;R-HSA-6802916;R-HSA-9669911;R-HSA-6802914;R-HSA-2220964;R-HSA-2220967;R-HSA-6802912;R-HSA-2220966;R-HSA-6802927;R-HSA-9670426;R-HSA-6802926;R-HSA-6802925;R-HSA-2220971;R-HSA-6802924;R-HSA-9670431;R-HSA-6802922;R-HSA-6802921;R-HSA-9670428;R-HSA-6802935;R-HSA-6802934;R-HSA-9669890;R-HSA-2220976;R-HSA-6802933;R-HSA-2220979;R-HSA-6802932;R-HSA-2220978;R-HSA-2220981;R-HSA-2220982;R-HSA-6802943;R-HSA-2220985;R-HSA-6802942;R-HSA-9669898;R-HSA-6802941;R-HSA-1248655;R-HSA-9670414;R-HSA-2220988;R-HSA-9670413;R-HSA-9669900;R-HSA-9670412;R-HSA-5638137;R-HSA-2220944;R-HSA-9670433;R-HSA-2012074;R-HSA-1248677;R-HSA-9670436;R-HSA-2012073;R-HSA-6802911;R-HSA-6802910;R-HSA-2220957;R-HSA-1839100;R-HSA-9680242;R-HSA-1839098;R-HSA-2660815;R-HSA-1839094;R-HSA-9680248;R-HSA-9665407;R-HSA-9665406;R-HSA-9665404;R-HSA-2660816;R-HSA-2660819;R-HSA-9665389;R-HSA-2660822;R-HSA-9665388"
R-HSA-8957322,"Metabolism of steroids",3,324,0.022280291569247695,0.11498582050291567,0.6342336334010578,5,239,0.01768274637466706,-1.0,9606,Homo sapiens,"P51161;P01215;Q99538","","R-HSA-194187;R-HSA-193064;R-HSA-194153;R-HSA-350158;R-HSA-193052"
R-HSA-381038,"XBP1(S) activates chaperone genes",2,95,0.006532801540365837,0.11617267880091214,0.6342336334010578,2,47,0.0034773601657295057,-1.0,9606,Homo sapiens,"O14773;P51858","","R-HSA-1791112;R-HSA-1791138"
R-HSA-381070,"IRE1alpha activates chaperones",2,101,0.0069453995323889425,0.11617267880091214,0.6342336334010578,2,53,0.0039212784847588045,-1.0,9606,Homo sapiens,"O14773;P51858","","R-HSA-1791112;R-HSA-1791138"
R-HSA-2028269,"Signaling by Hippo",2,22,0.0015128593040847202,0.11684539378458926,0.6342336334010578,7,30,0.002219591595146493,-1.0,9606,Homo sapiens,"P42574;Q13043","","R-HSA-2028670;R-HSA-2028284;R-HSA-2028555;R-HSA-2028697;R-HSA-2028679;R-HSA-2028692;R-HSA-2028629"
