Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Camera_ms_abundances_eq_med_norm_neored,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1474290,"Collagen formation",20,104,0.007151698528400495,0.009297543578026745,0.29927953777584854,57,77,0.005696951760875999,1.0,9606,Homo sapiens,"P02452;P23284;Q15149;P02461;Q92626;P12109;Q07092;P20908;P12107;P13942;P12111;P13497;P14780;P08123;P39060;P02458;Q99715;Q15113;Q05707;P07237","","R-HSA-8948232;R-HSA-8948234;R-HSA-2002460;R-HSA-8944266;R-HSA-2395302;R-HSA-8948224;R-HSA-8948226;R-HSA-8948228;R-HSA-8948230;R-HSA-8948231;R-HSA-8944263;R-HSA-2002440;R-HSA-2395314;R-HSA-2395324;R-HSA-2214330;R-HSA-2395322;R-HSA-2250301;R-HSA-2022073;R-HSA-1981104;R-HSA-2559639;R-HSA-2002466;R-HSA-2299620;R-HSA-1474266;R-HSA-8944219;R-HSA-1981128;R-HSA-1980233;R-HSA-8944223;R-HSA-2395257;R-HSA-1981120;R-HSA-8944214;R-HSA-8944232;R-HSA-1650808;R-HSA-2002428;R-HSA-2022141;R-HSA-8944236;R-HSA-1614460;R-HSA-1614461;R-HSA-2395340;R-HSA-2213192;R-HSA-8944227;R-HSA-2089971;R-HSA-2396234;R-HSA-8944230;R-HSA-2213201;R-HSA-2213200;R-HSA-8948219;R-HSA-2395223;R-HSA-2213205;R-HSA-2243926;R-HSA-8948222;R-HSA-2213207;R-HSA-8944240;R-HSA-2243931;R-HSA-2213208;R-HSA-1981157;R-HSA-2213210;R-HSA-8944247"
R-HSA-9013409,"RHOJ GTPase cycle",5,59,0.0040572135882272035,0.009303427658314139,0.29927953777584854,1,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"Q658P3;Q15758;P02786;P60953;P27105","","R-HSA-9017507"
R-HSA-9013406,"RHOQ GTPase cycle",5,63,0.004332278916242608,0.009303427658314139,0.29927953777584854,1,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"Q658P3;Q15758;P02786;P60953;P27105","","R-HSA-9018746"
R-HSA-162582,"Signal Transduction",155,2993,0.2058176316875258,0.009659434673868355,0.29927953777584854,781,2445,0.18089671500443918,-1.0,9606,Homo sapiens,"P02452;Q9NYL9;Q658P3;P07900;Q9Y266;P12814;P30086;P13501;P11047;P62993;P13591;Q04756;Q4KMG0;P04083;O15511;P07996;P07237;Q04917;P27105;P47756;P23560;P62805;Q9HAV0;P52566;P50148;O60610;P08174;P02679;P61158;Q16643;P60900;P02675;P67936;P07327;Q12841;O15144;O15145;O15143;P35916;Q8N5G2;P52735;P10451;P12111;Q01469;P14780;Q93084;P61160;Q9UDY2;Q9NS28;Q9H4B7;P23528;P01019;P25789;Q9UQB8;P25788;P01137;P61604;P63104;P62258;P25787;P25786;P05556;P02461;P07339;P55058;P31946;Q16777;P07737;P35222;P11277;P17301;P20700;P35232;P08670;P26927;P43121;P02458;P62942;P07942;P24043;P23471;P08514;Q12860;Q14247;P01042;Q9Y624;P13942;P35579;O43516;P05090;P00747;P61981;P02649;P08123;P61224;P55072;Q14254;Q96RI0;Q9UM47;O75339;P01031;P12109;P60709;P35443;P12107;Q12913;P10721;Q99436;P18206;P60660;Q9NPH3;P00734;P33151;P08253;P49721;Q13332;P01024;P02751;P06753;P21333;P09622;P02671;P05106;P28066;P05109;Q15758;P28065;P12830;P02549;Q16695;Q9NQC3;P02786;P60953;O75608;Q9Y490;P80723;P51572;O75955;P20908;P28072;P28070;P11597;P11233;Q16181;P62987;P02655;P05121;P02775;P02654;P04792;P04275;Q14289;P08238;P00352","","R-HSA-178178;R-HSA-5654614;R-HSA-5654615;R-HSA-114688;R-HSA-5654612;R-HSA-1562641;R-HSA-1562640;R-HSA-5654622;R-HSA-2064406;R-HSA-5654620;R-HSA-5654618;R-HSA-178189;R-HSA-5668932;R-HSA-5654596;R-HSA-5654597;R-HSA-5654594;R-HSA-9021596;R-HSA-5654592;R-HSA-8964241;R-HSA-5654600;R-HSA-5685366;R-HSA-5654646;R-HSA-5654647;R-HSA-5668978;R-HSA-5654643;R-HSA-5654640;R-HSA-8964271;R-HSA-5654641;R-HSA-870437;R-HSA-9021601;R-HSA-178218;R-HSA-9021600;R-HSA-9017507;R-HSA-8964280;R-HSA-5625959;R-HSA-8964284;R-HSA-3772430;R-HSA-2064421;R-HSA-444476;R-HSA-5654637;R-HSA-870449;R-HSA-2064418;R-HSA-870477;R-HSA-5672980;R-HSA-870479;R-HSA-5672978;R-HSA-2187368;R-HSA-8865994;R-HSA-5625883;R-HSA-5672966;R-HSA-9009371;R-HSA-5672965;R-HSA-8964317;R-HSA-5672960;R-HSA-2187382;R-HSA-9679044;R-HSA-5672961;R-HSA-5672972;R-HSA-8980691;R-HSA-5672973;R-HSA-5625870;R-HSA-5672969;R-HSA-5634100;R-HSA-5654591;R-HSA-9009378;R-HSA-5654586;R-HSA-9013488;R-HSA-8964340;R-HSA-9021451;R-HSA-9021450;R-HSA-204947;R-HSA-5654734;R-HSA-2197691;R-HSA-2197690;R-HSA-5654730;R-HSA-9693198;R-HSA-5654729;R-HSA-379044;R-HSA-9021480;R-HSA-9652277;R-HSA-379048;R-HSA-9013284;R-HSA-9021478;R-HSA-2316434;R-HSA-204981;R-HSA-9652264;R-HSA-9017398;R-HSA-5654679;R-HSA-5654677;R-HSA-3299569;R-HSA-964811;R-HSA-5654672;R-HSA-5654673;R-HSA-5654684;R-HSA-5654662;R-HSA-5654663;R-HSA-205008;R-HSA-5654659;R-HSA-8874079;R-HSA-9021520;R-HSA-9021523;R-HSA-5654669;R-HSA-442586;R-HSA-5654667;R-HSA-5654664;R-HSA-9658445;R-HSA-444647;R-HSA-2197698;R-HSA-5654709;R-HSA-8982637;R-HSA-442592;R-HSA-5654705;R-HSA-5654717;R-HSA-5357757;R-HSA-205039;R-HSA-5654714;R-HSA-2179276;R-HSA-5654692;R-HSA-157937;R-HSA-5654690;R-HSA-2169046;R-HSA-9013361;R-HSA-8982640;R-HSA-2179291;R-HSA-2169050;R-HSA-5654701;R-HSA-2179293;R-HSA-5654697;R-HSA-9032073;R-HSA-2160931;R-HSA-2160932;R-HSA-2160935;R-HSA-9032067;R-HSA-5218643;R-HSA-9013652;R-HSA-5622129;R-HSA-3451153;R-HSA-5669240;R-HSA-4641129;R-HSA-2130194;R-HSA-8851900;R-HSA-8851899;R-HSA-205118;R-HSA-203070;R-HSA-3451147;R-HSA-1306963;R-HSA-373061;R-HSA-5357845;R-HSA-1306965;R-HSA-2130279;R-HSA-8851919;R-HSA-2130282;R-HSA-1306969;R-HSA-9017797;R-HSA-9681375;R-HSA-2130286;R-HSA-1306972;R-HSA-9017817;R-HSA-389463;R-HSA-8851933;R-HSA-1306957;R-HSA-2179407;R-HSA-8964604;R-HSA-8964605;R-HSA-8851954;R-HSA-2179415;R-HSA-9017855;R-HSA-8964599;R-HSA-4641236;R-HSA-205205;R-HSA-4641246;R-HSA-4641253;R-HSA-9031981;R-HSA-4641260;R-HSA-205231;R-HSA-4641256;R-HSA-5218814;R-HSA-205234;R-HSA-5218812;R-HSA-5218811;R-HSA-205238;R-HSA-5218809;R-HSA-9013567;R-HSA-5218804;R-HSA-205244;R-HSA-4641159;R-HSA-186826;R-HSA-9013568;R-HSA-2134506;R-HSA-434637;R-HSA-205262;R-HSA-5675417;R-HSA-186834;R-HSA-5669250;R-HSA-442832;R-HSA-2134519;R-HSA-9038161;R-HSA-8851804;R-HSA-205286;R-HSA-205289;R-HSA-9023846;R-HSA-5675431;R-HSA-8851827;R-HSA-9013631;R-HSA-205306;R-HSA-5675433;R-HSA-3322422;R-HSA-205319;R-HSA-3322427;R-HSA-3322424;R-HSA-205321;R-HSA-3322429;R-HSA-205328;R-HSA-9603719;R-HSA-6785648;R-HSA-3928608;R-HSA-2134532;R-HSA-5218916;R-HSA-9714361;R-HSA-5626469;R-HSA-3965450;R-HSA-3965444;R-HSA-8874685;R-HSA-3965447;R-HSA-3965441;R-HSA-5218830;R-HSA-5218829;R-HSA-9624272;R-HSA-5218828;R-HSA-5218826;R-HSA-5218822;R-HSA-5218820;R-HSA-5218818;R-HSA-5218839;R-HSA-5218838;R-HSA-5218836;R-HSA-9032402;R-HSA-5218832;R-HSA-416358;R-HSA-9028328;R-HSA-8944362;R-HSA-9032426;R-HSA-9011949;R-HSA-375395;R-HSA-9011950;R-HSA-5218855;R-HSA-5218851;R-HSA-9011941;R-HSA-5218850;R-HSA-9011966;R-HSA-9011952;R-HSA-3928647;R-HSA-209536;R-HSA-8964614;R-HSA-8964634;R-HSA-389788;R-HSA-209566;R-HSA-381612;R-HSA-1497784;R-HSA-8852019;R-HSA-5362412;R-HSA-934604;R-HSA-182986;R-HSA-5632668;R-HSA-195275;R-HSA-182994;R-HSA-195283;R-HSA-195280;R-HSA-182993;R-HSA-195287;R-HSA-183002;R-HSA-5632652;R-HSA-5632648;R-HSA-398040;R-HSA-5626507;R-HSA-5626549;R-HSA-195300;R-HSA-195304;R-HSA-391913;R-HSA-195318;R-HSA-416510;R-HSA-183036;R-HSA-416516;R-HSA-183051;R-HSA-5362522;R-HSA-183052;R-HSA-9032582;R-HSA-9028505;R-HSA-9032601;R-HSA-183058;R-HSA-418582;R-HSA-4608855;R-HSA-4608852;R-HSA-183067;R-HSA-5665608;R-HSA-6800198;R-HSA-9610163;R-HSA-377644;R-HSA-9026464;R-HSA-377641;R-HSA-377640;R-HSA-5665659;R-HSA-377643;R-HSA-183084;R-HSA-9028519;R-HSA-2220816;R-HSA-183089;R-HSA-183094;R-HSA-9026493;R-HSA-9610154;R-HSA-9610152;R-HSA-9610153;R-HSA-9610156;R-HSA-5362448;R-HSA-9612243;R-HSA-5362459;R-HSA-5358336;R-HSA-170835;R-HSA-5368580;R-HSA-5358340;R-HSA-5362441;R-HSA-170843;R-HSA-170846;R-HSA-170844;R-HSA-170850;R-HSA-5686071;R-HSA-9026531;R-HSA-398188;R-HSA-5686074;R-HSA-170861;R-HSA-5686073;R-HSA-170868;R-HSA-398193;R-HSA-5665751;R-HSA-9011981;R-HSA-9011983;R-HSA-9700120;R-HSA-9700121;R-HSA-9011975;R-HSA-9011985;R-HSA-9011984;R-HSA-1504190;R-HSA-9012000;R-HSA-5665767;R-HSA-5671919;R-HSA-9032502;R-HSA-9624365;R-HSA-5665686;R-HSA-201669;R-HSA-6800299;R-HSA-1977296;R-HSA-373706;R-HSA-1358789;R-HSA-177107;R-HSA-1358790;R-HSA-5362564;R-HSA-201685;R-HSA-1504193;R-HSA-170965;R-HSA-1358797;R-HSA-1358792;R-HSA-6800315;R-HSA-9032532;R-HSA-1358795;R-HSA-3361751;R-HSA-9653108;R-HSA-5665727;R-HSA-170991;R-HSA-74736;R-HSA-201712;R-HSA-9014141;R-HSA-9014129;R-HSA-74746;R-HSA-9700200;R-HSA-9032841;R-HSA-3769393;R-HSA-3769392;R-HSA-3769394;R-HSA-171026;R-HSA-392212;R-HSA-420883;R-HSA-3769391;R-HSA-9032863;R-HSA-9036949;R-HSA-3769383;R-HSA-9032854;R-HSA-9036970;R-HSA-9018538;R-HSA-2974731;R-HSA-9018542;R-HSA-8875183;R-HSA-9014433;R-HSA-9665726;R-HSA-373813;R-HSA-9014456;R-HSA-879674;R-HSA-9014449;R-HSA-2128994;R-HSA-9018573;R-HSA-9018572;R-HSA-9604308;R-HSA-5665809;R-HSA-9669854;R-HSA-201810;R-HSA-5665802;R-HSA-1250383;R-HSA-1250380;R-HSA-8867047;R-HSA-392295;R-HSA-382054;R-HSA-8867044;R-HSA-8867041;R-HSA-382061;R-HSA-392300;R-HSA-9657599;R-HSA-5626938;R-HSA-5674022;R-HSA-9626848;R-HSA-193655;R-HSA-2028651;R-HSA-5686318;R-HSA-2028644;R-HSA-5686315;R-HSA-109699;R-HSA-3601585;R-HSA-5666001;R-HSA-3364026;R-HSA-1250463;R-HSA-1918092;R-HSA-9014296;R-HSA-1918095;R-HSA-5665989;R-HSA-9696266;R-HSA-9026579;R-HSA-9696271;R-HSA-3364014;R-HSA-9696268;R-HSA-9014294;R-HSA-193696;R-HSA-5610742;R-HSA-1250486;R-HSA-9032751;R-HSA-203946;R-HSA-1250488;R-HSA-5610745;R-HSA-380073;R-HSA-8852522;R-HSA-5610746;R-HSA-8948775;R-HSA-9032761;R-HSA-5610733;R-HSA-5633256;R-HSA-5672083;R-HSA-400586;R-HSA-8852552;R-HSA-1250498;R-HSA-1852623;R-HSA-9032798;R-HSA-8948832;R-HSA-5665982;R-HSA-1549564;R-HSA-109807;R-HSA-1295613;R-HSA-9028728;R-HSA-9028730;R-HSA-109813;R-HSA-109817;R-HSA-3364042;R-HSA-2106586;R-HSA-109823;R-HSA-109822;R-HSA-111870;R-HSA-9024906;R-HSA-111879;R-HSA-5666129;R-HSA-9018766;R-HSA-179467;R-HSA-75016;R-HSA-9018754;R-HSA-9018758;R-HSA-939265;R-HSA-9018778;R-HSA-1295621;R-HSA-8875431;R-HSA-8981931;R-HSA-9018794;R-HSA-5672304;R-HSA-5666160;R-HSA-9016751;R-HSA-9035169;R-HSA-9018785;R-HSA-9018787;R-HSA-2172172;R-HSA-5666169;R-HSA-8981926;R-HSA-9018808;R-HSA-5692775;R-HSA-8875443;R-HSA-9657767;R-HSA-5692770;R-HSA-8848829;R-HSA-8875451;R-HSA-9018804;R-HSA-9018807;R-HSA-5666070;R-HSA-9024967;R-HSA-5610757;R-HSA-5610758;R-HSA-5610754;R-HSA-5666049;R-HSA-419166;R-HSA-5610767;R-HSA-5610760;R-HSA-8875482;R-HSA-429415;R-HSA-8875490;R-HSA-2168136;R-HSA-8982012;R-HSA-419197;R-HSA-202111;R-HSA-429441;R-HSA-6807008;R-HSA-750988;R-HSA-202127;R-HSA-9657603;R-HSA-751001;R-HSA-202129;R-HSA-9657606;R-HSA-9669893;R-HSA-374173;R-HSA-9653514;R-HSA-750993;R-HSA-202137;R-HSA-9657608;R-HSA-751019;R-HSA-202144;R-HSA-112037;R-HSA-419232;R-HSA-173483;R-HSA-751013;R-HSA-157100;R-HSA-9604387;R-HSA-751039;R-HSA-751027;R-HSA-751024;R-HSA-744887;R-HSA-744886;R-HSA-751029;R-HSA-9026891;R-HSA-9026890;R-HSA-157124;R-HSA-9026894;R-HSA-173512;R-HSA-2176503;R-HSA-2176502;R-HSA-2186747;R-HSA-157145;R-HSA-5672329;R-HSA-173542;R-HSA-2176452;R-HSA-9604471;R-HSA-9690493;R-HSA-167408;R-HSA-9018746;R-HSA-167415;R-HSA-167419;R-HSA-443910;R-HSA-2186785;R-HSA-1912349;R-HSA-443905;R-HSA-167429;R-HSA-8875661;R-HSA-167433;R-HSA-8875659;R-HSA-9692800;R-HSA-9021072;R-HSA-9692809;R-HSA-3640874;R-HSA-3640872;R-HSA-1963582;R-HSA-1912382;R-HSA-6807106;R-HSA-1912379;R-HSA-9612980;R-HSA-1912378;R-HSA-6807118;R-HSA-1912372;R-HSA-3640861;R-HSA-1470012;R-HSA-1912374;R-HSA-1912369;R-HSA-1470010;R-HSA-1470011;R-HSA-2186767;R-HSA-1470009;R-HSA-1912357;R-HSA-6807134;R-HSA-1912353;R-HSA-2186780;R-HSA-1912352;R-HSA-1912355;R-HSA-374331;R-HSA-1912415;R-HSA-1912409;R-HSA-8951490;R-HSA-8939203;R-HSA-8939204;R-HSA-9604831;R-HSA-9604829;R-HSA-443986;R-HSA-1963589;R-HSA-1912386;R-HSA-1472121;R-HSA-9604834;R-HSA-8982025;R-HSA-8982026;R-HSA-9604629;R-HSA-8982017;R-HSA-8982019;R-HSA-8875531;R-HSA-8982020;R-HSA-112271;R-HSA-9012761;R-HSA-8875540;R-HSA-9029149;R-HSA-9016861;R-HSA-9029151;R-HSA-9029150;R-HSA-8875558;R-HSA-9029158;R-HSA-9604642;R-HSA-1980074;R-HSA-5246693;R-HSA-9033276;R-HSA-8850992;R-HSA-8875568;R-HSA-8875576;R-HSA-8875591;R-HSA-6807206;R-HSA-8851011;R-HSA-9033292;R-HSA-1980118;R-HSA-9033284;R-HSA-1980109;R-HSA-9016916;R-HSA-5693108;R-HSA-2127562;R-HSA-9012835;R-HSA-177923;R-HSA-177920;R-HSA-177926;R-HSA-9021325;R-HSA-177927;R-HSA-177924;R-HSA-194308;R-HSA-5687121;R-HSA-177930;R-HSA-354060;R-HSA-177931;R-HSA-1433374;R-HSA-5422942;R-HSA-177935;R-HSA-9013145;R-HSA-177938;R-HSA-177939;R-HSA-177936;R-HSA-9013147;R-HSA-177943;R-HSA-354066;R-HSA-177941;R-HSA-354077;R-HSA-177944;R-HSA-177945;R-HSA-354073;R-HSA-5687112;R-HSA-9013143;R-HSA-9009065;R-HSA-9013161;R-HSA-354087;R-HSA-5627775;R-HSA-5672828;R-HSA-9013157;R-HSA-9013159;R-HSA-5654392;R-HSA-5672824;R-HSA-9013158;R-HSA-354097;R-HSA-165692;R-HSA-1433428;R-HSA-2404199;R-HSA-5668629;R-HSA-5635856;R-HSA-5635868;R-HSA-354124;R-HSA-5635864;R-HSA-165718;R-HSA-9693125;R-HSA-9021406;R-HSA-1433410;R-HSA-1433423;R-HSA-5635854;R-HSA-1433418;R-HSA-354149;R-HSA-1433456;R-HSA-9615348;R-HSA-5658430;R-HSA-1433471;R-HSA-9021412;R-HSA-5658424;R-HSA-354165;R-HSA-354173;R-HSA-1433454;R-HSA-1433451;R-HSA-5687081;R-HSA-9709547;R-HSA-2029469;R-HSA-749448;R-HSA-2029466;R-HSA-749454;R-HSA-9013004;R-HSA-1433488;R-HSA-749453;R-HSA-2029465;R-HSA-749452;R-HSA-1433501;R-HSA-749446;R-HSA-2029456;R-HSA-5625797;R-HSA-5625796;R-HSA-4411351;R-HSA-9013023;R-HSA-9013009;R-HSA-749456;R-HSA-4411357;R-HSA-5672950;R-HSA-5672951;R-HSA-4411367;R-HSA-4411365;R-HSA-5672958;R-HSA-9013024;R-HSA-8951586;R-HSA-5672957;R-HSA-5625849;R-HSA-5672954;R-HSA-5625848;R-HSA-4411372;R-HSA-169901;R-HSA-1253282;R-HSA-1433508;R-HSA-4411383;R-HSA-1433506;R-HSA-157629;R-HSA-2029473;R-HSA-1433514;R-HSA-5654423;R-HSA-157632;R-HSA-9013069;R-HSA-5654416;R-HSA-5654426;R-HSA-372693;R-HSA-5654406;R-HSA-9031512;R-HSA-1433542;R-HSA-5357445;R-HSA-5654402;R-HSA-5654413;R-HSA-372697;R-HSA-9031510;R-HSA-372705;R-HSA-9647991;R-HSA-432096;R-HSA-432110;R-HSA-9647994;R-HSA-5625784;R-HSA-9031527;R-HSA-5357472;R-HSA-5357477;R-HSA-5357483;R-HSA-5625774;R-HSA-9013109;R-HSA-9013110"
R-HSA-447041,"CHL1 interactions",5,10,6.876633200385092E-4,0.01053023437749525,0.29927953777584854,5,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"P05556;P16157;P17301;P11142;O00533","","R-HSA-443782;R-HSA-445088;R-HSA-445087;R-HSA-447034;R-HSA-445083"
R-HSA-114604,"GPVI-mediated activation cascade",4,43,0.002956952276165589,0.011173546117944204,0.29927953777584854,12,25,0.0018496596626220775,1.0,9606,Homo sapiens,"P02452;P08123;P52735;P60953","","R-HSA-139842;R-HSA-442291;R-HSA-453200;R-HSA-437936;R-HSA-442273;R-HSA-437118;R-HSA-430158;R-HSA-453183;R-HSA-114600;R-HSA-437932;R-HSA-434637;R-HSA-434633"
R-HSA-71291,"Metabolism of amino acids and derivatives",29,661,0.045454545454545456,0.011292812817972358,0.29927953777584854,17,285,0.021086120153891684,1.0,9606,Homo sapiens,"P06732;P28066;P00390;P49189;P28065;P16930;P23526;P63220;P25789;P25788;P61247;P62851;P25787;P25786;P46782;P36578;P28072;P28070;Q99436;P42357;P84098;P15880;Q02543;P62987;P49721;P60900;P05089;P46779;P09622","","R-HSA-353125;R-HSA-174401;R-HSA-70569;R-HSA-5693148;R-HSA-71181;R-HSA-2408532;R-HSA-70899;R-HSA-5694018;R-HSA-2408529;R-HSA-5693153;R-HSA-70713;R-HSA-2408542;R-HSA-6792572;R-HSA-71037;R-HSA-71260;R-HSA-200318;R-HSA-5333615"
R-HSA-2559584,"Formation of Senescence-Associated Heterochromatin Foci (SAHF)",3,17,0.0011690276440654655,0.012128746398447725,0.29927953777584854,1,2,1.479727730097662E-4,1.0,9606,Homo sapiens,"P07305;P20700;P16402","","R-HSA-4647594"
R-HSA-140877,"Formation of Fibrin Clot (Clotting Cascade)",23,43,0.002956952276165589,0.01234172287077076,0.29927953777584854,58,61,0.004513169576797869,-1.0,9606,Homo sapiens,"P07359;P02671;P05546;P03951;P01042;P03952;Q9UNN8;P12259;P00748;P05160;P00734;P01008;P02679;P00488;P00742;P05154;P05155;P04275;P02675;P00740;P00451;P01023;P07225","","R-HSA-5606996;R-HSA-9670673;R-HSA-140806;R-HSA-158340;R-HSA-158218;R-HSA-5607004;R-HSA-140686;R-HSA-5607002;R-HSA-158354;R-HSA-5604929;R-HSA-140823;R-HSA-158357;R-HSA-140696;R-HSA-140825;R-HSA-140700;R-HSA-158118;R-HSA-140842;R-HSA-158251;R-HSA-140840;R-HSA-9661625;R-HSA-140847;R-HSA-140851;R-HSA-140599;R-HSA-9650473;R-HSA-5607023;R-HSA-158137;R-HSA-158399;R-HSA-140736;R-HSA-158145;R-HSA-158278;R-HSA-140870;R-HSA-5607058;R-HSA-140872;R-HSA-9015111;R-HSA-158419;R-HSA-5591040;R-HSA-5607043;R-HSA-158164;R-HSA-5578883;R-HSA-5591052;R-HSA-9015379;R-HSA-9015122;R-HSA-158300;R-HSA-5603467;R-HSA-141026;R-HSA-140769;R-HSA-158311;R-HSA-140777;R-HSA-158313;R-HSA-9670014;R-HSA-141040;R-HSA-9603302;R-HSA-141046;R-HSA-140791;R-HSA-5602080;R-HSA-140664;R-HSA-5591086;R-HSA-158333"
R-HSA-72689,"Formation of a pool of free 40S subunits",10,106,0.007289231192408197,0.013049979844877118,0.29927953777584854,2,2,1.479727730097662E-4,1.0,9606,Homo sapiens,"P84098;P15880;Q02543;P46782;P63220;P62987;P36578;P61247;P62851;P46779","","R-HSA-72673;R-HSA-72676"
R-HSA-192823,"Viral mRNA Translation",10,114,0.007839361848439004,0.013049979844877118,0.29927953777584854,2,2,1.479727730097662E-4,1.0,9606,Homo sapiens,"P84098;P15880;Q02543;P46782;P63220;P62987;P36578;P61247;P62851;P46779","","R-HSA-192704;R-HSA-192841"
R-HSA-72706,"GTP hydrolysis and joining of the 60S ribosomal subunit",10,120,0.00825195984046211,0.013049979844877118,0.29927953777584854,3,3,2.219591595146493E-4,1.0,9606,Homo sapiens,"P84098;P15880;Q02543;P46782;P63220;P62987;P36578;P61247;P62851;P46779","","R-HSA-72672;R-HSA-72619;R-HSA-72671"
R-HSA-6791226,"Major pathway of rRNA processing in the nucleolus and cytosol",10,189,0.012996836748727822,0.013049979844877118,0.29927953777584854,6,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P84098;P15880;Q02543;P46782;P63220;P62987;P36578;P61247;P62851;P46779","","R-HSA-6791223;R-HSA-6791222;R-HSA-6791221;R-HSA-6791218;R-HSA-6791228;R-HSA-6791227"
R-HSA-156827,"L13a-mediated translational silencing of Ceruloplasmin expression",10,120,0.00825195984046211,0.013049979844877118,0.29927953777584854,2,3,2.219591595146493E-4,1.0,9606,Homo sapiens,"P84098;P15880;Q02543;P46782;P63220;P62987;P36578;P61247;P62851;P46779","","R-HSA-156823;R-HSA-156826"
R-HSA-72613,"Eukaryotic Translation Initiation",10,130,0.008939623160500619,0.013049979844877118,0.29927953777584854,12,21,0.0015537141166025452,1.0,9606,Homo sapiens,"P84098;P15880;Q02543;P46782;P63220;P62987;P36578;P61247;P62851;P46779","","R-HSA-72673;R-HSA-72672;R-HSA-72691;R-HSA-72676;R-HSA-156823;R-HSA-72697;R-HSA-156826;R-HSA-72619;R-HSA-156808;R-HSA-157849;R-HSA-72621;R-HSA-72671"
R-HSA-72737,"Cap-dependent Translation Initiation",10,130,0.008939623160500619,0.013049979844877118,0.29927953777584854,10,18,0.0013317549570878958,1.0,9606,Homo sapiens,"P84098;P15880;Q02543;P46782;P63220;P62987;P36578;P61247;P62851;P46779","","R-HSA-72673;R-HSA-72672;R-HSA-72691;R-HSA-72676;R-HSA-72697;R-HSA-72619;R-HSA-156808;R-HSA-157849;R-HSA-72621;R-HSA-72671"
R-HSA-8868773,"rRNA processing in the nucleus and cytosol",10,207,0.014234630724797139,0.013049979844877118,0.29927953777584854,7,15,0.0011097957975732466,1.0,9606,Homo sapiens,"P84098;P15880;Q02543;P46782;P63220;P62987;P36578;P61247;P62851;P46779","","R-HSA-6791223;R-HSA-6791222;R-HSA-6791221;R-HSA-6791218;R-HSA-6791228;R-HSA-6791227;R-HSA-6790906"
R-HSA-72312,"rRNA processing",10,245,0.016847751340943472,0.013049979844877118,0.29927953777584854,7,21,0.0015537141166025452,1.0,9606,Homo sapiens,"P84098;P15880;Q02543;P46782;P63220;P62987;P36578;P61247;P62851;P46779","","R-HSA-6791223;R-HSA-6791222;R-HSA-6791221;R-HSA-6791218;R-HSA-6791228;R-HSA-6791227;R-HSA-6790906"
R-HSA-2408557,"Selenocysteine synthesis",10,112,0.007701829184431302,0.013049979844877118,0.29927953777584854,2,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P84098;P15880;Q02543;P46782;P63220;P62987;P36578;P61247;P62851;P46779","","R-HSA-2408529;R-HSA-5333615"
R-HSA-9633012,"Response of EIF2AK4 (GCN2) to amino acid deficiency",10,115,0.007908128180442855,0.013049979844877118,0.29927953777584854,4,16,0.0011837821840781297,1.0,9606,Homo sapiens,"P84098;P15880;Q02543;P46782;P63220;P62987;P36578;P61247;P62851;P46779","","R-HSA-9633008;R-HSA-9633742;R-HSA-9634669;R-HSA-9633005"
R-HSA-9711097,"Cellular response to starvation",10,176,0.012102874432677761,0.013049979844877118,0.29927953777584854,4,28,0.0020716188221367266,1.0,9606,Homo sapiens,"P84098;P15880;Q02543;P46782;P63220;P62987;P36578;P61247;P62851;P46779","","R-HSA-9633008;R-HSA-9633742;R-HSA-9634669;R-HSA-9633005"
